stage,mean_final_balanced_accuracy,std_final_balanced_accuracy,mean_initial_balanced_accuracy
step4_random,0.646884808823711,0.21847795075743817,0.2571640373481516
step6_g_supervised_init,0.6633635808376587,0.2141900887682692,0.646884808823711
step8_g_dynamic_init,0.654858884343211,0.21594177996037278,0.6548411440966422
