loss,cosine
0.034407489001750946,-0.0021999687887728214
0.02599693089723587,0.026197906583547592
0.022961562499403954,0.05197753384709358
0.021595260128378868,0.0739796906709671
0.020734909921884537,0.0978635773062706
0.019920943304896355,0.1320607215166092
0.019017761573195457,0.1820211261510849
0.018112869933247566,0.2416023313999176
0.017302684485912323,0.29853320121765137
0.01659047231078148,0.3465382754802704
0.015912361443042755,0.387859970331192
0.015225223265588284,0.4262102246284485
0.014546910300850868,0.4621703028678894
0.0139060253277421,0.49528244137763977
0.01329650729894638,0.5262864828109741
0.012704448774456978,0.555639386177063
0.012120401486754417,0.5829623341560364
0.011543050408363342,0.6077892184257507
0.01097942516207695,0.6301069259643555
0.010438328608870506,0.6505002975463867
0.009916728362441063,0.6700699925422668
0.009407250210642815,0.6894614696502686
0.008896841667592525,0.7093421816825867
0.008397942408919334,0.728752851486206
0.007920022122561932,0.7471253871917725
0.007465275935828686,0.7641934156417847
0.007031136658042669,0.7799742221832275
0.006617056205868721,0.7946525812149048
0.006219515576958656,0.8085324764251709
0.005837507080286741,0.8217360377311707
0.005473507568240166,0.8342016935348511
0.0051314206793904305,0.8456064462661743
0.004806029610335827,0.8561996221542358
0.004494903609156609,0.8661664128303528
0.0041971150785684586,0.8756399154663086
0.003916733432561159,0.8844478130340576
0.003651281353086233,0.8926788568496704
0.00339497160166502,0.9005807042121887
0.003150107804685831,0.9080718159675598
0.0029185772873461246,0.9151015281677246
0.002698073396459222,0.9217492938041687
0.002488082041963935,0.9280725121498108
0.00229313294403255,0.9338986873626709
0.0021120512392371893,0.939255952835083
0.0019336771219968796,0.9446074366569519
0.0017718547023832798,0.9494096040725708
0.0016220563556998968,0.9538003206253052
0.0014818458585068583,0.9578873515129089
0.0013516604667529464,0.961676299571991
0.0012316382490098476,0.9651690125465393
0.0011210949160158634,0.9683766961097717
0.0010192947229370475,0.9713109731674194
0.0009260701481252909,0.9739787578582764
0.000840559252537787,0.9764213562011719
0.000763632997404784,0.9786189198493958
0.0006921807653270662,0.9806557893753052
0.0006271483725868165,0.9824942350387573
0.0005673524574376643,0.984175980091095
0.0005134760867804289,0.9856950044631958
0.00046460970770567656,0.9870762825012207
0.00041983125265687704,0.9883363246917725
0.00037920509930700064,0.9894725680351257
0.00034252667683176696,0.9904977679252625
0.0003093134437222034,0.9914276599884033
0.00027952122036367655,0.9922609925270081
0.0002524220908526331,0.9930126070976257
0.0002276933373650536,0.9936955571174622
0.00020561461860779673,0.9943100810050964
0.00018591612752061337,0.9948602914810181
0.00016794282419141382,0.995358943939209
0.0001514799805590883,0.9958136677742004
0.00013654633949045092,0.9962267875671387
0.0001231038331752643,0.9965987801551819
0.00011098398681497201,0.9969342350959778
9.994206629926339e-05,0.9972398281097412
8.993618394015357e-05,0.9975161552429199
8.096034434856847e-05,0.9977639317512512
7.284891762537882e-05,0.9979887008666992
6.550529360538349e-05,0.998192548751831
5.889113890589215e-05,0.9983751177787781
5.296440212987363e-05,0.9985382556915283
4.7670888307038695e-05,0.9986851215362549
4.2863262933678925e-05,0.9988186955451965
3.8477894122479483e-05,0.9989396929740906
3.45779990311712e-05,0.9990471601486206
3.111152182100341e-05,0.9991428852081299
2.7975731427432038e-05,0.9992294907569885
2.5143019229290076e-05,0.9993076920509338
2.2599109797738492e-05,0.9993776082992554
2.0341758499853313e-05,0.999439537525177
1.833978785725776e-05,0.9994946718215942
1.6523128579137847e-05,0.9995448589324951
1.4881748029438313e-05,0.9995900988578796
1.3428877537080552e-05,0.9996300339698792
1.2131797120673582e-05,0.9996658563613892
1.095684820029419e-05,0.999698281288147
9.89666750683682e-06,0.9997274279594421
8.944918590714224e-06,0.9997535943984985
8.091726158454549e-06,0.99977707862854
7.323507816181518e-06,0.9997982978820801
6.627629772992805e-06,0.9998173713684082
6.0004376791766845e-06,0.9998346567153931
5.4352312872651964e-06,0.9998502731323242
4.919612365483772e-06,0.999864399433136
4.4512967178889085e-06,0.9998772740364075
4.028792318422347e-06,0.9998890161514282
3.6444253055378795e-06,0.9998995661735535
3.2943746646196814e-06,0.9999091625213623
2.975164306917577e-06,0.9999180436134338
2.6853529107029317e-06,0.9999260902404785
2.4246844532171963e-06,0.999933123588562
2.1883331555727636e-06,0.9999396800994873
1.9734281977434875e-06,0.9999455213546753
1.7788964896681136e-06,0.9999510049819946
1.6037917021094472e-06,0.9999557733535767
1.446158194085001e-06,0.9999601244926453
1.3026499345869524e-06,0.9999641180038452
1.172948600469681e-06,0.9999676942825317
1.0558960639173165e-06,0.9999709129333496
9.501449085291824e-07,0.9999737739562988
8.552764825253689e-07,0.9999764561653137
7.69126359045913e-07,0.99997878074646
6.913627998983429e-07,0.9999809861183167
6.213776941876858e-07,0.9999828934669495
5.580641868618841e-07,0.999984622001648
5.012075234844815e-07,0.9999862313270569
4.4990045466875017e-07,0.9999876618385315
4.040478245315171e-07,0.999988853931427
3.62632079031755e-07,0.9999900460243225
3.248572397751559e-07,0.9999910593032837
2.9128668188604934e-07,0.9999920129776001
2.61481915231343e-07,0.999992847442627
2.3474747479212965e-07,0.9999935626983643
2.106118728306683e-07,0.9999942779541016
1.8904606235992105e-07,0.9999948143959045
1.698653875337186e-07,0.9999954104423523
1.527486972463521e-07,0.9999958276748657
1.3748967830906622e-07,0.9999962449073792
1.2364887425064808e-07,0.9999966621398926
1.1123390919465237e-07,0.9999969601631165
1.0013500428840416e-07,0.9999973177909851
9.024881109098715e-08,0.9999974966049194
8.136038331940654e-08,0.9999977946281433
7.319381012393933e-08,0.9999979734420776
6.588774681404175e-08,0.9999982118606567
5.934854385714061e-08,0.9999983906745911
5.349341947180619e-08,0.9999985694885254
4.811788301140041e-08,0.9999986886978149
4.318275159675977e-08,0.9999988079071045
3.8869636398430885e-08,0.999998927116394
3.4994609876548566e-08,0.9999990463256836
3.141291671227009e-08,0.9999991655349731
2.814850219579057e-08,0.9999992251396179
2.5279955906398754e-08,0.9999993443489075
2.271514532026231e-08,0.9999994039535522
2.0351373919424987e-08,0.9999995231628418
1.8227149567451306e-08,0.9999995231628418
1.6337001085275915e-08,0.9999995827674866
1.4634784939460133e-08,0.9999996423721313
1.3090895478740094e-08,0.9999997019767761
1.1721804860087559e-08,0.9999997019767761
1.0500652791733955e-08,0.9999997615814209
9.405169087983722e-09,0.9999997615814209
8.412770036159145e-09,0.9999998211860657
7.523444089940767e-09,0.9999997615814209
6.7380043766718245e-09,0.9999998807907104
6.030420607316955e-09,0.9999998807907104
5.39651567876831e-09,0.9999998807907104
4.827646282734577e-09,0.9999998807907104
4.319788082796094e-09,0.9999998807907104
3.865972431071896e-09,0.9999998807907104
3.465110864908638e-09,0.9999998807907104
3.103152401706666e-09,0.9999998807907104
2.7749300635093732e-09,1.0
2.4861659397856783e-09,1.0
2.2321819947990207e-09,1.0
2.0024724101119773e-09,1.0
1.7957854092642833e-09,1.0
1.6156898041685963e-09,1.0
1.454125708733045e-09,1.0
1.309856778597407e-09,1.0
1.1807020916521083e-09,1.0
1.0658633975424436e-09,1.0
9.621938801274155e-10,1.0
8.694329700631442e-10,1.0
7.874098595372914e-10,1.0
7.122494261047052e-10,1.0
6.446792544245739e-10,1.0
5.84869208619665e-10,1.0
5.309970796396613e-10,1.0
4.815330356677805e-10,1.0
4.369095085721142e-10,1.0
3.9724748490677086e-10,1.0
3.60715818326085e-10,1.0
3.271736492838073e-10,1.0
2.968227053035122e-10,1.0
2.692947254079314e-10,1.0
2.4427945777283355e-10,1.0
2.212775657151056e-10,1.0
2.0055544724950636e-10,1.0
1.8174782512314636e-10,1.0
1.645732577992831e-10,1.0
1.4890869093342474e-10,1.0
1.3476610105644937e-10,1.0
1.2189244058546933e-10,1.0
1.1018055912082048e-10,1.0
9.954042451409961e-11,1.0
8.989894245692298e-11,1.0
8.111418481338006e-11,1.0
7.325366008226197e-11,1.0
6.612158043317606e-11,1.0
5.967790150940289e-11,1.0
5.386822238273581e-11,1.0
4.8656679380032486e-11,1.0
4.386594559813162e-11,1.0
3.948502289019551e-11,1.0
3.5622352290154424e-11,1.0
3.2135672595190456e-11,1.0
2.8878963456713258e-11,1.0
2.5974672065998128e-11,1.0
2.3395290912886502e-11,1.0
2.101537173448964e-11,1.0
1.8861922440605028e-11,1.0
1.697188396765359e-11,1.0
1.5247343318480766e-11,1.0
1.3679476822126002e-11,1.0
1.2296713994275343e-11,1.0
1.1039317897310053e-11,1.0
9.907539198772408e-12,1.0
8.891305226799151e-12,1.0
7.993114850557426e-12,1.0
7.165762774818951e-12,1.0
6.442499311809513e-12,1.0
5.784085450183385e-12,1.0
5.193741270392849e-12,1.0
4.665692311667247e-12,1.0
4.2007764454454755e-12,1.0
3.7680817667473665e-12,1.0
3.3926331795969267e-12,1.0
3.0551674471551715e-12,1.0
