stage,mean_final_balanced_accuracy,std_final_balanced_accuracy,mean_initial_balanced_accuracy
step4_random,0.47140022837631634,0.20813019185963724,0.17060328569384714
step6_g_supervised_init,0.5151825497769339,0.24265049623214846,0.47140022837631634
step8_g_dynamic_init,0.5404602964546641,0.3026310040678569,0.5190484105711142
