loss,cosine
0.03561015799641609,-0.0046127671375870705
0.026630286127328873,0.021895786747336388
0.023058636114001274,0.04895240440964699
0.021360978484153748,0.07461737096309662
0.02037612721323967,0.10203956067562103
0.01959938555955887,0.1368003487586975
0.018816405907273293,0.1833687424659729
0.018046651035547256,0.2372266948223114
0.017318246886134148,0.2902243733406067
0.016588594764471054,0.34058716893196106
0.015873046591877937,0.3866347074508667
0.015194587409496307,0.4273419976234436
0.014560255222022533,0.46319738030433655
0.013963669538497925,0.49505287408828735
0.013383198529481888,0.5244316458702087
0.01280403882265091,0.5522418022155762
0.012223872356116772,0.5788542032241821
0.011645190417766571,0.6043761372566223
0.011072535067796707,0.6285990476608276
0.010515031404793262,0.6512148976325989
0.009980122558772564,0.6721062064170837
0.009473657235503197,0.6912147998809814
0.008990025147795677,0.7089160084724426
0.008529060520231724,0.7254620790481567
0.008087950758635998,0.7411014437675476
0.007663486525416374,0.756010115146637
0.0072626820765435696,0.7698619365692139
0.006881426088511944,0.7828634977340698
0.006514743901789188,0.7952536344528198
0.006174796260893345,0.8066318035125732
0.005861836485564709,0.8170502781867981
0.005561808589845896,0.8270391821861267
0.005274449475109577,0.8366516828536987
0.005001607816666365,0.8458012342453003
0.004745751153677702,0.8542847037315369
0.004501075483858585,0.8622719049453735
0.004266588483005762,0.8698179125785828
0.004039734601974487,0.8770370483398438
0.0038183978758752346,0.8839448094367981
0.003606457496061921,0.8903824687004089
0.0034012419637292624,0.8965193033218384
0.003205453511327505,0.9022189974784851
0.003018613439053297,0.9075294137001038
0.0028419073205441236,0.9124615788459778
0.002677232725545764,0.9169535636901855
0.002525349846109748,0.9211006164550781
0.002386367181316018,0.9248325824737549
0.0022582097444683313,0.9282495975494385
0.0021396148949861526,0.9313552379608154
0.002030727919191122,0.9342033267021179
0.001932182116433978,0.9368011355400085
0.0018435745732858777,0.9391494393348694
0.0017634719843044877,0.9412869215011597
0.0016914630541577935,0.9432133436203003
0.001626766286790371,0.9449489116668701
0.0015688994899392128,0.9465092420578003
0.0015171613777056336,0.9479098320007324
0.0014708261005580425,0.9491626620292664
0.0014298423193395138,0.9502718448638916
0.001393672777339816,0.9512505531311035
0.0013613292248919606,0.9521200656890869
0.0013321994338184595,0.9528974294662476
0.0013064127415418625,0.9535844326019287
0.0012839820701628923,0.9541833996772766
0.0012641178909689188,0.9547122716903687
0.0012466615298762918,0.9551757574081421
0.0012316745705902576,0.9555754661560059
0.0012184778461232781,0.9559281468391418
0.0012065460905432701,0.956246554851532
0.0011960102710872889,0.9565300941467285
0.0011866799322888255,0.9567837715148926
0.0011781175853684545,0.9570144414901733
0.0011704372009262443,0.957217812538147
0.0011637805728241801,0.9573944807052612
0.0011578281410038471,0.9575545787811279
0.001152350683696568,0.9577017426490784
0.0011473937192931771,0.9578341245651245
0.0011429317528381944,0.9579542875289917
0.001138863037340343,0.9580647945404053
0.0011351482244208455,0.9581650495529175
0.0011317747412249446,0.9582562446594238
0.0011287101078778505,0.9583401679992676
0.0011259318562224507,0.9584167003631592
0.0011234362609684467,0.9584853649139404
0.0011211818782612681,0.9585473537445068
0.0011191166704520583,0.9586043953895569
0.0011172547237947583,0.9586558938026428
0.0011155955726280808,0.9587017297744751
0.0011140831047669053,0.9587438106536865
0.0011126997414976358,0.9587824940681458
0.0011114502558484674,0.9588180780410767
0.0011103099677711725,0.9588510990142822
0.00110926094930619,0.9588818550109863
0.0011082979617640376,0.9589100480079651
0.0011074186768382788,0.9589358568191528
0.0011066144797950983,0.9589598774909973
0.0011058651143684983,0.9589826464653015
0.0011051681358367205,0.959004282951355
0.0011045235441997647,0.9590249061584473
0.001103913877159357,0.959044337272644
0.0011033405316993594,0.9590628147125244
0.0011028042063117027,0.9590802192687988
0.0011022886028513312,0.959097146987915
0.0011018015211448073,0.959113597869873
0.0011013445910066366,0.9591295123100281
0.0011008980218321085,0.9591453671455383
0.0011004646075889468,0.9591609835624695
0.0011000484228134155,0.9591763615608215
