stage,mean_final_balanced_accuracy,std_final_balanced_accuracy,mean_initial_balanced_accuracy
step4_random,0.4083325015218362,0.23363573771321863,0.16298861128495185
step6_g_supervised_init,0.4125791080390033,0.26741830188995136,0.4083325015218362
step8_g_dynamic_init,0.4139765462382451,0.2888495382742076,0.40961836893186604
