step,balanced_accuracy
0,0.17060328
1,0.2946281
2,0.34292835
3,0.3626014
4,0.37771177
5,0.3799064
6,0.37799713
7,0.3829412
8,0.39047244
9,0.40250427
10,0.40493307
11,0.4193151
12,0.42246392
13,0.4340802
14,0.43895978
15,0.43594947
16,0.43570545
17,0.44058588
18,0.43981892
19,0.44539323
20,0.44614902
21,0.4559519
22,0.46594587
23,0.47090504
24,0.47152922
25,0.46815142
26,0.4684489
27,0.4639851
28,0.4691688
29,0.4711677
30,0.4714002
