stage,mean_final_balanced_accuracy,std_final_balanced_accuracy,mean_initial_balanced_accuracy
step4_random,0.5820790793619525,0.20077326866332423,0.25252060254263387
step6_g_supervised_init,0.5956452366797779,0.2142733217400543,0.5806211686114453
step8_g_dynamic_init,0.599697028329624,0.1993634008250894,0.5898793005065399
